seed_mof_name,seed_mof_string,seed_edge_selfies,seed_target,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_target,dreamed_mof_name,linker_hash
unc_N68_edge23589,[FrH0][C][=C][Branch][:1imidazole][pop][C][Branch][:1imidazole][pop][C][C][FrH0][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][unc],[FrH0][C][=C][Branch][:1imidazole][pop][C][Branch][:1imidazole][pop][C][C][FrH0],2995.4,[FrH0][C][=C][Branch][:1pyridine][:0pyridine][C][:1alkyne][:1imidazole][pop][C][C][FrH0][:1methyl_amine][#Branch][pop][:1methyl_amine][:0propyl][:4benzenealcohol][:0amide][:0benzene][.][Fr][N][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][Co][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][unc],[FrH0][C][=C][Branch][:1pyridine][:0pyridine][C][:1alkyne][:1imidazole][pop][C][C][FrH0][:1methyl_amine][#Branch][pop][:1methyl_amine][:0propyl][:4benzenealcohol][:0amide][:0benzene],C#CCc1c([Fr])cnc(CCC)c1C(=C[Fr])c1ccccc1,3690.48,unc_N68_ff5a3501,ff5a3501
pcu_N493_edge193918,[FrH0][C][=C][Branch][C][Branch][:1alkyne][pop][=C][C][=Branch][=C][C][Branch][O][O][Ring1][=Branch][pop][Branch][:1alkyne][pop][FrH0][pop][Ring1][#Branch][pop][:1alkyne][.][Fr][C][O][Cd][Branch2][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Cd][Branch1][Branch1][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][pcu],[FrH0][C][=C][Branch][C][Branch][:1alkyne][pop][=C][C][=Branch][=C][C][Branch][O][O][Ring1][=Branch][pop][Branch][:1alkyne][pop][FrH0][pop][Ring1][#Branch][pop][:1alkyne],1337.73,[N][:3benzenediol][:0carboxylic_acid][:0methyl_amine][Ring1][:=0methyl_amine][:3imidazole][:1methyl_amine][Ring1][:1alkyne][Ring1][O][FrH0][pop][pop][pop][Ring1][pop][pop][:=0methyl_amine][:1alkyne][Ring1][FrH0][:#1methyl_amine][:#1methyl_amine][pop][pop][:3pyridine][:0benzenealcohol][:4pyridine][:0benzenealcohol][:0benzenealcohol][:=1methyl_amine][:5benzenediol][=P][:0amide][.][Fr][C][O][Cd][Branch2][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Cd][Branch1][Branch1][O][Ring2][Ring1][=Branch1][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][pcu],[N][:3benzenediol][:0carboxylic_acid][:0methyl_amine][Ring1][:=0methyl_amine][:3imidazole][:1methyl_amine][Ring1][:1alkyne][Ring1][O][FrH0][pop][pop][pop][Ring1][pop][pop][:=0methyl_amine][:1alkyne][Ring1][FrH0][:#1methyl_amine][:#1methyl_amine][pop][pop][:3pyridine][:0benzenealcohol][:4pyridine][:0benzenealcohol][:0benzenealcohol][:=1methyl_amine][:5benzenediol][=P][:0amide],Nc1cc(Oc2c(O)cccc2-c2c(O)cccc2CN=PNC=O)cc(OC#C[Fr])c1NC=NCCNC#CO[Fr],3879.64,pcu_N493_e0bd4fd3,e0bd4fd3
bcg_N178_edge115403,[S][C][=Branch][=S][Branch][C][Branch][C][Branch][C][Branch][FrH0][pop][Br][pop][Br][pop][Br][pop][Br][pop][O][FrH0][.][Fr][C][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch2][Ring2][S][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring1][#C][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][bcg],[S][C][=Branch][=S][Branch][C][Branch][C][Branch][C][Branch][FrH0][pop][Br][pop][Br][pop][Br][pop][Br][pop][O][FrH0],1129.35,[O][C][:0benzene][Branch][C][O][:3imidazole][Branch][C][:1benzenediol][=Branch][FrH0][pop][Ring1][Br][pop][=Branch][:2imidazole][Branch][:1pyridine][=N][Ring2][:2benzenediol][Ring1][:3pyrimidine][pop][pop][pop][pop][pop][:#1methyl_amine][FrH0][pop][:0sulfonic_acid][#Branch][:0amide][#Branch][=P][.][Fr][C][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch2][Ring2][S][O][C][Branch1][C][Fr][O][Mn][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring1][#C][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][bcg],[O][C][:0benzene][Branch][C][O][:3imidazole][Branch][C][:1benzenediol][=Branch][FrH0][pop][Ring1][Br][pop][=Branch][:2imidazole][Branch][:1pyridine][=N][Ring2][:2benzenediol][Ring1][:3pyrimidine][pop][pop][pop][pop][pop][:#1methyl_amine][FrH0][pop][:0sulfonic_acid][#Branch][:0amide][#Branch][=P],O=C(P)Nc1c(CO)ccc(COc2nc[nH]c2COc2ccc(-c3cncn3-c3cnc4cc3-4)c(O[Fr])c2Br)c1[Fr],2759.24,bcg_N178_54d20eaf,54d20eaf
crs_N555_edge22878,[FrH0][C][C][=C][Branch][N][Branch][C][Branch][FrH0][pop][C][pop][C][pop][C][.][O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][crs],[FrH0][C][C][=C][Branch][N][Branch][C][Branch][FrH0][pop][C][pop][C][pop][C],3262.39,[:0propyl][C][:2pyrimidine][Ring2][:1alkyne][Ring1][O][C][=C][FrH0][pop][pop][Ring1][:0O_nitrile][pop][Ring2][:#1methyl_amine][:3pyrimidine][:2imidazole][:3pyrimidine][FrH0][pop][:2pyrimidine][:5benzenediol][pop][pop][pop][:5benzenediol][:5benzenediol][:5benzenediol][:5benzenediol][.][O][=C][Branch1][C][Fr][O][Tb][Branch2][Ring2][C][O][C][Branch1][C][Fr][O][Tb][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][crs],[:0propyl][C][:2pyrimidine][Ring2][:1alkyne][Ring1][O][C][=C][FrH0][pop][pop][Ring1][:0O_nitrile][pop][Ring2][:#1methyl_amine][:3pyrimidine][:2imidazole][:3pyrimidine][FrH0][pop][:2pyrimidine][:5benzenediol][pop][pop][pop][:5benzenediol][:5benzenediol][:5benzenediol][:5benzenediol],CCCc1c(CNc2[nH]c(Oc3cccc(O)c3)nc2[Fr])nc(C#COC=C[Fr])nc1OC#N,3508.11,crs_N555_78077d7e,78077d7e
lvt_N200_edge28792,[Br][N][N][Branch][C][Branch][C][Branch][C][Branch][Br][pop][Branch][Br][pop][Ring1][Branch][pop][Branch][FrH0][pop][Br][pop][Branch][Br][pop][Br][pop][FrH0][.][S][=C][=N][Fe][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][lvt],[Br][N][N][Branch][C][Branch][C][Branch][C][Branch][Br][pop][Branch][Br][pop][Ring1][Branch][pop][Branch][FrH0][pop][Br][pop][Branch][Br][pop][Br][pop][FrH0],2208.84,[:0methyl_amine][Ring1][:0pyridine][Ring1][C][:1benzenealcohol][=Branch][:2imidazole][Ring2][:1methyl_amine][pop][Ring1][:3imidazole][pop][pop][#Branch][FrH0][pop][pop][Ring2][:1amide][pop][=Branch][:3pyrimidine][Ring2][:1benzenediol][#Branch][FrH0][pop][pop][pop][pop][.][S][=C][=N][Fe][Branch1][Ring2][N][=C][=S][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][&&][lvt],[:0methyl_amine][Ring1][:0pyridine][Ring1][C][:1benzenealcohol][=Branch][:2imidazole][Ring2][:1methyl_amine][pop][Ring1][:3imidazole][pop][pop][#Branch][FrH0][pop][pop][Ring2][:1amide][pop][=Branch][:3pyrimidine][Ring2][:1benzenediol][#Branch][FrH0][pop][pop][pop][pop],NCc1ncc(C(N)=O)c(-c2cc(Oc3cccc(O)c3[Fr])ncn2)c1Cc1ccc([Fr])c(Oc2cnc(CN)n2-c2c[nH]cn2)c1,5218.12,lvt_N200_630e72df,630e72df
bnn_N383_edge57920,[F][C][C][N][Branch][N][C][Branch][C][Branch][F][pop][Ring1][=Branch][pop][FrH0][pop][FrH0][.][O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][bnn],[F][C][C][N][Branch][N][C][Branch][C][Branch][F][pop][Ring1][=Branch][pop][FrH0][pop][FrH0],2693.45,[:0methyl][C][:0pyridine][:0benzenealcohol][:3benzenediol][Branch][:1benzenediol][pop][Ring2][:1alkyne][=Ring1][:1methyl_amine][Ring1][N][Branch][FrH0][pop][C][C][C][F][pop][pop][pop][pop][Ring1][O][FrH0][pop][pop][O][C][.][O][C][Branch1][C][Fr][O][Zn][O][C][Branch1][C][Fr][O][Zn][Branch1][#Branch1][O][C][Branch1][C][Fr][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][&&][bnn],[:0methyl][C][:0pyridine][:0benzenealcohol][:3benzenediol][Branch][:1benzenediol][pop][Ring2][:1alkyne][=Ring1][:1methyl_amine][Ring1][N][Branch][FrH0][pop][C][C][C][F][pop][pop][pop][pop][Ring1][O][FrH0][pop][pop][O][C],CCc1nccc(O[Fr])c1-c1cc(O)c(Oc2cccc(O)c2)c(O)c1C#CCNN([Fr])CCCF,3018.498383,bnn_N383_8c74fca5,8c74fca5
cds_N317_edge74176,[:0alkene][C][C][=N][C][=Branch][=C][Branch][N][=C][Branch][:0alkene][pop][Ring1][=Branch][pop][:1alkyne][Ring1][FrH0][pop][pop][FrH0][pop][.][Fr][C][O][Co][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][cds],[:0alkene][C][C][=N][C][=Branch][=C][Branch][N][=C][Branch][:0alkene][pop][Ring1][=Branch][pop][:1alkyne][Ring1][FrH0][pop][pop][FrH0][pop],2711.33,[:0methyl][C][C][Branch][FrH0][:5benzenealcohol][:=1methyl_amine][Ring1][C][:0pyridine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][:1benzenediol][#Branch][:3imidazole][pop][pop][pop][pop][:0propyl][:0isocyanate][.][Fr][C][O][Co][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][O][C][Branch1][C][Fr][O][Ring1][#C][&&][cds],[:0methyl][C][C][Branch][FrH0][:5benzenealcohol][:=1methyl_amine][Ring1][C][:0pyridine][Ring1][:1alkyne][Ring1][FrH0][pop][pop][Ring1][:1benzenediol][#Branch][:3imidazole][pop][pop][pop][pop][:0propyl][:0isocyanate],CCC([Fr])Oc1ccc([Fr])cc1,4006.53,cds_N317_ca9280f8,ca9280f8
utk_N125_edge37051,[P][C][Branch][C][C][Branch][:1methyl_amine][Ring1][Ring1][Ring2][pop][pop][FrH0][pop][FrH0][.][Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][utk],[P][C][Branch][C][C][Branch][:1methyl_amine][Ring1][Ring1][Ring2][pop][pop][FrH0][pop][FrH0],3157.097315,[:0methyl_amine][C][:4pyridine][Ring1][:1benzenealcohol][Branch][FrH0][pop][C][:0pyridine][:0pyridine][C][:4benzenealcohol][=N][FrH0][pop][pop][pop][:0benzene][:1methyl_amine][:1imidazole][.][Fr][C][O][Cu][O][C][Branch1][C][Fr][O][Cu][Branch2][Ring1][#C][O][C][Branch1][C][Fr][O][Cu][Branch1][Ring2][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][S][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Branch2][&&][utk],[:0methyl_amine][C][:4pyridine][Ring1][:1benzenealcohol][Branch][FrH0][pop][C][:0pyridine][:0pyridine][C][:4benzenealcohol][=N][FrH0][pop][pop][pop][:0benzene][:1methyl_amine][:1imidazole],CNc1cccc(-c2ccc([Fr])c(Oc3ncccc3Cc3cccc([Fr])c3O)c2CN)n1,3506.11,utk_N125_3260cde6,3260cde6
utp_N485_edge32209,[FrH0][C][=C][Branch][C][Branch][P][Branch][C][pop][C][pop][=C][Branch][FrH0][pop][S][Ring1][N][pop][P][Branch][C][pop][C][.][Fr][C][=C][Branch1][C][C][N][N][Branch2][Ring2][#Branch1][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][Ring2][Ring1][Branch1][C][Ring2][Ring1][=Branch2][C][&&][utp],[FrH0][C][=C][Branch][C][Branch][P][Branch][C][pop][C][pop][=C][Branch][FrH0][pop][S][Ring1][N][pop][P][Branch][C][pop][C],2225.366046,[:0propyl][C][C][:1benzenealcohol][=Branch][:1sulfonic_acid][pop][Ring1][:1carboxylic_acid][Ring1][P][C][=C][FrH0][pop][pop][Ring2][:1pyridine][N][FrH0][pop][pop][pop][.][Fr][C][=C][Branch1][C][C][N][N][Branch2][Ring2][#Branch1][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][N][N][Branch1][=N][C][=Branch1][=Branch2][=C][Branch1][C][Fr][C][Ring1][=Branch1][C][C][Cu][Ring2][Ring1][Branch1][C][Ring2][Ring1][=Branch2][C][&&][utp],[:0propyl][C][C][:1benzenealcohol][=Branch][:1sulfonic_acid][pop][Ring1][:1carboxylic_acid][Ring1][P][C][=C][FrH0][pop][pop][Ring2][:1pyridine][N][FrH0][pop][pop][pop],CCCCc1c(-c2cncc([Fr])c2)ccc(OS(=O)O)c1C(=O)OPC=C[Fr],4851.71,utp_N485_8266083c,8266083c
hex_N375_edge106702,[:0isocyanate][C][O][C][Branch][O][FrH0][pop][Branch][N][C][Branch][:0isocyanate][pop][C][=C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][hex],[:0isocyanate][C][O][C][Branch][O][FrH0][pop][Branch][N][C][Branch][:0isocyanate][pop][C][=C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop],1396.771279,[C][O][C][=Branch][:=0methyl_amine][Ring1][:0methyl_amine][Ring1][:1pyridine][=Branch][C][Branch][FrH0][pop][:=0methyl_amine][Ring1][:1pyridine][pop][pop][Ring2][:3imidazole][pop][pop][pop][pop][O][FrH0][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][hex],[C][O][C][=Branch][:=0methyl_amine][Ring1][:0methyl_amine][Ring1][:1pyridine][=Branch][C][Branch][FrH0][pop][:=0methyl_amine][Ring1][:1pyridine][pop][pop][Ring2][:3imidazole][pop][pop][pop][pop][O][FrH0],COC(=NCNCc1c(-c2c[nH]cn2)ccnc1C([Fr])=NCc1cccnc1)O[Fr],1808.56,hex_N375_ee403a8b,ee403a8b
nbo_N569_edge118596,[:0nitrile][C][C][N][N][Branch][C][Branch][N][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][C][S][S][pop][Branch][:0nitrile][pop][FrH0][pop][:0nitrile][pop][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Cd][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][&&][nbo],[:0nitrile][C][C][N][N][Branch][C][Branch][N][Branch][N][Branch][FrH0][pop][Ring1][=Branch][pop][C][S][S][pop][Branch][:0nitrile][pop][FrH0][pop][:0nitrile][pop],3295.2,[C][:0benzenediol][#Branch][C][Branch][:0nitrile][pop][N][N][O][:1methyl_amine][Ring1][FrH0][pop][pop][Ring2][:0nitrile][pop][Ring2][:0benzenediol][Ring1][O][FrH0][pop][pop][=N][:1benzenediol][pop][Ring1][:0nitrile][pop][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Cd][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][Branch1][O][N][C][N][Branch1][C][Fr][C][=C][Ring1][=Branch1][N][C][=C][N][Branch1][C][Fr][C][Ring1][=Branch1][&&][nbo],[C][:0benzenediol][#Branch][C][Branch][:0nitrile][pop][N][N][O][:1methyl_amine][Ring1][FrH0][pop][pop][Ring2][:0nitrile][pop][Ring2][:0benzenediol][Ring1][O][FrH0][pop][pop][=N][:1benzenediol][pop][Ring1][:0nitrile][pop],Cc1c(OC(C#N)NNOCN[Fr])c(C#N)c(-c2c(O)cccc2OO[Fr])c(Oc2cccc(O)c2)c1OC#N,5260.84,nbo_N569_c3ed312a,c3ed312a
lvt_N17_edge119847,[FrH0][C][Branch][N][C][Branch][C][=C][Branch][C][Branch][S][C][pop][Ring1][Branch][Ring1][Ring2][pop][FrH0][pop][S][C][pop][Branch][S][C][pop][S][C][.][O][Cu][O][C][Branch1][C][Fr][O][Cu][Ring1][=Branch1][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][lvt],[FrH0][C][Branch][N][C][Branch][C][=C][Branch][C][Branch][S][C][pop][Ring1][Branch][Ring1][Ring2][pop][FrH0][pop][S][C][pop][Branch][S][C][pop][S][C],0.0,[:0methyl_amine][Ring1][:2benzenealcohol][:3benzenealcohol][C][=C][:1methyl_amine][Ring1][C][FrH0][pop][pop][:3benzenealcohol][:0imidazole][Ring1][=P][:0imidazole][:4benzenealcohol][:4benzenealcohol][Ring2][pop][:4benzenealcohol][FrH0][:2benzenediol][:5benzenediol][Branch][pop][pop][Ring1][:4pyridine][#N][=P][:4benzenealcohol][=P][=P][#N][N][:#1methyl_amine][:#1methyl_amine][.][O][Cu][O][C][Branch1][C][Fr][O][Cu][Ring1][=Branch1][Branch1][C][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][lvt],[:0methyl_amine][Ring1][:2benzenealcohol][:3benzenealcohol][C][=C][:1methyl_amine][Ring1][C][FrH0][pop][pop][:3benzenealcohol][:0imidazole][Ring1][=P][:0imidazole][:4benzenealcohol][:4benzenealcohol][Ring2][pop][:4benzenealcohol][FrH0][:2benzenediol][:5benzenediol][Branch][pop][pop][Ring1][:4pyridine][#N][=P][:4benzenealcohol][=P][=P][#N][N][:#1methyl_amine][:#1methyl_amine],N#[PH]Oc1c(CN)cccc1Pc1cccc(-c2c(Oc3cccc(O)c3)c([Fr])cc(O)c2-n2ccnc2Pn2ccnc2-c2c(O)ccc(CN)c2C=CCNC[Fr])n1,39.918,lvt_N17_ac62c018,ac62c018
cds_N180_edge212583,[:0nitrile][C][C][=C][C][=C][C][Branch][C][=C][C][=Branch][=C][Branch][C][Ring1][=N][pop][FrH0][pop][Ring1][#Branch][pop][FrH0][pop][.][Fr][C][O][Co][Branch2][Branch1][Ring2][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][#C][N][C][Branch1][C][C][=C][C][Branch1][C][Fr][C][=C][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][&&][cds],[:0nitrile][C][C][=C][C][=C][C][Branch][C][=C][C][=Branch][=C][Branch][C][Ring1][=N][pop][FrH0][pop][Ring1][#Branch][pop][FrH0][pop],2135.93,[:0methyl_amine][C][C][=C][Branch][FrH0][pop][:4benzenealcohol][Ring1][C][:1alkyne][:0nitrile][pop][=C][C][=C][C][Branch][:2benzenealcohol][:2pyridine][FrH0][:3pyrimidine][pop][.][Fr][C][O][Co][Branch2][Branch1][Ring2][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][#C][N][C][Branch1][C][C][=C][C][Branch1][C][Fr][C][=C][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][&&][cds],[:0methyl_amine][C][C][=C][Branch][FrH0][pop][:4benzenealcohol][Ring1][C][:1alkyne][:0nitrile][pop][=C][C][=C][C][Branch][:2benzenealcohol][:2pyridine][FrH0][:3pyrimidine][pop],C#CCOc1c(CCc2ccc(O)cc2[Fr])cccc1C([Fr])=CNC,3089.22,cds_N180_c334abee,c334abee
sxb_N308_edge182135,[F][:2benzenealcohol][=Branch][FrH0][pop][Branch][FrH0][pop][Ring1][C][Branch][C][O][Ring1][=Branch][pop][F][pop][.][O][=C][Branch1][C][Fr][O][Gd][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],[F][:2benzenealcohol][=Branch][FrH0][pop][Branch][FrH0][pop][Ring1][C][Branch][C][O][Ring1][=Branch][pop][F][pop],1190.9787,[:0methyl_amine][Ring1][:5benzenealcohol][Ring2][:3imidazole][pop][Ring1][O][:4pyridine][Ring1][FrH0][pop][pop][Ring1][:0benzenediol][Ring1][F][pop][Ring1][O][:1alkyne][Ring1][N][FrH0][pop][pop][Ring1][:1benzenediol][=Branch][:3imidazole][pop][:0phosphoric_acid][:1benzenediol][pop][pop][:0methyl][#N][.][O][=C][Branch1][C][Fr][O][Gd][O][C][Branch1][C][Fr][O][Gd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][&&][sxb],[:0methyl_amine][Ring1][:5benzenealcohol][Ring2][:3imidazole][pop][Ring1][O][:4pyridine][Ring1][FrH0][pop][pop][Ring1][:0benzenediol][Ring1][F][pop][Ring1][O][:1alkyne][Ring1][N][FrH0][pop][pop][Ring1][:1benzenediol][=Branch][:3imidazole][pop][:0phosphoric_acid][:1benzenediol][pop][pop][:0methyl][#N],NCOc1cc(-c2c[nH]cn2)c(Oc2cccc([Fr])n2)c(-c2c(O)c(N)c(Oc3cccc(Oc4c[nH]cn4)c3Oc3cccc(O)c3)c(OC#CN[Fr])c2OF)c1,1741.0757165,sxb_N308_b5a93cff,b5a93cff
